Date	Country/Region	Province/State	Confirmed	Recovered	Deaths				
2020-11-26	Canada	Nunavut	155		0				
2020-11-27	Canada	Nunavut	159		0				
2020-11-28	Canada	Nunavut	164		0				
2020-11-29	Canada	Nunavut	177		0				
2020-11-30	Canada	Nunavut	181		0				
2020-12-01	Canada	Nunavut	182		0				
2020-12-02	Canada	Nunavut	193		0				
2020-12-03	Canada	Nunavut	198		0				
2020-12-04	Canada	Nunavut	206		0				
2020-12-05	Canada	Nunavut	214		0				
2020-12-06	Canada	Nunavut	216		0				
2020-12-07	Canada	Nunavut	219		0				
2020-12-08	Canada	Nunavut	220		0				
2020-12-09	Canada	Nunavut	229		0				
2020-12-10	Canada	Nunavut	229		0				
2020-12-11	Canada	Nunavut	245		0				
2020-12-12	Canada	Nunavut	247		0				
2020-12-13	Canada	Nunavut	247		0				
2020-12-14	Canada	Nunavut	256		0				
2020-12-15	Canada	Nunavut	258		0				
2020-12-16	Canada	Nunavut	258		0				
2020-12-17	Canada	Nunavut	259		0				
2020-12-18	Canada	Nunavut	259		0				
2020-12-19	Canada	Nunavut	259		0				
2020-12-20	Canada	Nunavut	259		1				
2020-12-21	Canada	Nunavut	262		1				
2020-12-22	Canada	Nunavut	262		1				
2020-12-23	Canada	Nunavut	264		1				
2020-12-24	Canada	Nunavut	265		1				
2020-12-25	Canada	Nunavut	265		1				
2020-12-26	Canada	Nunavut	265		1				
2020-12-27	Canada	Nunavut	265		1				
2020-01-22	Canada	Ontario	0		0				
2020-01-23	Canada	Ontario	0		0				
2020-01-24	Canada	Ontario	0		0				
2020-01-25	Canada	Ontario	0		0				
2020-01-26	Canada	Ontario	1		0				
2020-01-27	Canada	Ontario	1		0				
2020-01-28	Canada	Ontario	1		0				
2020-01-29	Canada	Ontario	1		0				
2020-01-30	Canada	Ontario	1		0				
2020-01-31	Canada	Ontario	3		0				
2020-02-01	Canada	Ontario	3		0				
2020-02-02	Canada	Ontario	3		0				
2020-02-03	Canada	Ontario	3		0				
2020-02-04	Canada	Ontario	3		0				
2020-02-05	Canada	Ontario	3		0				
2020-02-06	Canada	Ontario	3		0				
2020-02-07	Canada	Ontario	3		0				
2020-02-08	Canada	Ontario	3		0				
2020-02-09	Canada	Ontario	3		0				
2020-02-10	Canada	Ontario	3		0				
2020-02-11	Canada	Ontario	3		0				
2020-02-12	Canada	Ontario	3		0				
2020-02-13	Canada	Ontario	3		0				
2020-02-14	Canada	Ontario	3		0				
2020-02-15	Canada	Ontario	3		0				
2020-02-16	Canada	Ontario	3		0				
2020-02-17	Canada	Ontario	3		0				
2020-02-18	Canada	Ontario	3		0				
2020-02-19	Canada	Ontario	3		0				
2020-02-20	Canada	Ontario	3		0				
2020-02-21	Canada	Ontario	3		0				
2020-02-22	Canada	Ontario	3		0				
2020-02-23	Canada	Ontario	3		0				
2020-02-24	Canada	Ontario	4		0				
2020-02-25	Canada	Ontario	4		0				
2020-02-26	Canada	Ontario	4		0				
2020-02-27	Canada	Ontario	6		0				
2020-02-28	Canada	Ontario	6		0				
2020-02-29	Canada	Ontario	11		0				
2020-03-01	Canada	Ontario	15		0				
2020-03-02	Canada	Ontario	18		0				
2020-03-03	Canada	Ontario	20		0				
2020-03-04	Canada	Ontario	20		0				
2020-03-05	Canada	Ontario	22		0				
2020-03-06	Canada	Ontario	25		0				
2020-03-07	Canada	Ontario	28		0				
2020-03-08	Canada	Ontario	29		0				
2020-03-09	Canada	Ontario	34		0				
2020-03-10	Canada	Ontario	36		0				
2020-03-11	Canada	Ontario	41		0				
2020-03-12	Canada	Ontario	42		0				
2020-03-13	Canada	Ontario	74		0				
2020-03-14	Canada	Ontario	79		0				
2020-03-15	Canada	Ontario	104		0				
2020-03-16	Canada	Ontario	177		0				
2020-03-17	Canada	Ontario	185		1				
2020-03-18	Canada	Ontario	221		1				
2020-03-19	Canada	Ontario	257		1				
2020-03-20	Canada	Ontario	308		2				
2020-03-21	Canada	Ontario	377		3				
2020-03-22	Canada	Ontario	425		5				
2020-03-23	Canada	Ontario	503		6				
2020-03-24	Canada	Ontario	588		7				
2020-03-25	Canada	Ontario	688		8				
2020-03-26	Canada	Ontario	858		13				
2020-03-27	Canada	Ontario	994		18				
2020-03-28	Canada	Ontario	1144		18				
2020-03-29	Canada	Ontario	1355		21				
2020-03-30	Canada	Ontario	1706		31				
2020-03-31	Canada	Ontario	1966		33				
2020-04-01	Canada	Ontario	2392		37				
2020-04-02	Canada	Ontario	2793		53				
2020-04-03	Canada	Ontario	3255		67				
2020-04-04	Canada	Ontario	3630		94				
2020-04-05	Canada	Ontario	4354		119				
2020-04-06	Canada	Ontario	4347		150				
2020-04-07	Canada	Ontario	4726		153				
2020-04-08	Canada	Ontario	5276		153				
2020-04-09	Canada	Ontario	5759		200				
2020-04-10	Canada	Ontario	6237		222				
2020-04-11	Canada	Ontario	6648		253				
2020-04-12	Canada	Ontario	7049		274				
2020-04-13	Canada	Ontario	7470		291				
2020-04-14	Canada	Ontario	7953		334				
2020-04-15	Canada	Ontario	8447		385				
2020-04-16	Canada	Ontario	9840		490				
2020-04-17	Canada	Ontario	10456		524				
2020-04-18	Canada	Ontario	11013		564				
2020-04-19	Canada	Ontario	11561		591				
2020-04-20	Canada	Ontario	12063		624				
2020-04-21	Canada	Ontario	12715		694				
2020-04-22	Canada	Ontario	13718		762				
2020-04-23	Canada	Ontario	14068		806				
2020-04-24	Canada	Ontario	14550		862				
2020-04-25	Canada	Ontario	15012		916				
2020-04-26	Canada	Ontario	15568		960				
2020-04-27	Canada	Ontario	15970		1023				
2020-04-28	Canada	Ontario	16500		1072				
2020-04-29	Canada	Ontario	16978		1153				
2020-04-30	Canada	Ontario	17395		1205				
2020-05-01	Canada	Ontario	17880		1265				
2020-05-02	Canada	Ontario	18321		1292				
2020-05-03	Canada	Ontario	18574		1326				
2020-05-04	Canada	Ontario	19097		1446				
2020-05-05	Canada	Ontario	19468		1505				
2020-05-06	Canada	Ontario	19910		1560				
2020-05-07	Canada	Ontario	20388		1607				
2020-05-08	Canada	Ontario	20826		1665				
2020-05-09	Canada	Ontario	21148		1726				
2020-05-10	Canada	Ontario	21469		1751				
2020-05-11	Canada	Ontario	21817		1788				
2020-05-12	Canada	Ontario	22158		1852				
2020-05-13	Canada	Ontario	22516		1883				
2020-05-14	Canada	Ontario	22865		1915				
2020-05-15	Canada	Ontario	23258		1939				
2020-05-16	Canada	Ontario	23645		1976				
2020-05-17	Canada	Ontario	23974		1999				
2020-05-18	Canada	Ontario	24286		2019				
2020-05-19	Canada	Ontario	24755		2032				
2020-05-20	Canada	Ontario	25197		2079				
2020-05-21	Canada	Ontario	25595		2106				
2020-05-22	Canada	Ontario	26085		2129				
2020-05-23	Canada	Ontario	26560		2157				
2020-05-24	Canada	Ontario	26897		2181				
2020-05-25	Canada	Ontario	27302		2210				
2020-05-26	Canada	Ontario	27624		2235				
2020-05-27	Canada	Ontario	27943		2264				
2020-05-28	Canada	Ontario	28320		2292				
2020-05-29	Canada	Ontario	28700		2313				
2020-05-30	Canada	Ontario	29023		2332				
2020-05-31	Canada	Ontario	29390		2344				
2020-06-01	Canada	Ontario	29845		2353				
2020-06-02	Canada	Ontario	30259		2375				
2020-06-03	Canada	Ontario	30603		2392				
2020-06-04	Canada	Ontario	30946		2436				
2020-06-05	Canada	Ontario	31359		2446				
2020-06-06	Canada	Ontario	31620		2483				
2020-06-07	Canada	Ontario	32096		2502				
2020-06-08	Canada	Ontario	32395		2524				
2020-06-09	Canada	Ontario	32678		2536				
2020-06-10	Canada	Ontario	32936		2552				
2020-06-11	Canada	Ontario	33173		2563				
2020-06-12	Canada	Ontario	33378		2573				
2020-06-13	Canada	Ontario	33625		2582				
2020-06-14	Canada	Ontario	33806		2590				
2020-06-15	Canada	Ontario	33986		2579				
2020-06-16	Canada	Ontario	34174		2595				
2020-06-17	Canada	Ontario	34382		2607				
2020-06-18	Canada	Ontario	34574		2613				
2020-06-19	Canada	Ontario	34780		2625				
2020-06-20	Canada	Ontario	35044		2650				
2020-06-21	Canada	Ontario	35217		2657				
2020-06-22	Canada	Ontario	35418		2666				
2020-06-23	Canada	Ontario	35657		2676				
2020-06-24	Canada	Ontario	35861		2690				
2020-06-25	Canada	Ontario	36046		2703				
2020-06-26	Canada	Ontario	36151		2706				
2020-06-27	Canada	Ontario	36322		2711				
2020-06-28	Canada	Ontario	36597		2717				
2020-06-29	Canada	Ontario	36823		2726				
2020-06-30	Canada	Ontario	36961		2730				
2020-07-01	Canada	Ontario	37085		2734				
2020-07-02	Canada	Ontario	37242		2737				
2020-07-03	Canada	Ontario	37407		2740				
2020-07-04	Canada	Ontario	37525		2744				
2020-07-05	Canada	Ontario	37653		2743				
2020-07-06	Canada	Ontario	37829		2743				
2020-07-07	Canada	Ontario	37917		2744				
2020-07-08	Canada	Ontario	38079		2748				
2020-07-09	Canada	Ontario	38200		2750				
2020-07-10	Canada	Ontario	38323		2760				
2020-07-11	Canada	Ontario	38398		2760				
2020-07-12	Canada	Ontario	38481		2764				
2020-07-13	Canada	Ontario	38730		2767				
2020-07-14	Canada	Ontario	38814		2769				
2020-07-15	Canada	Ontario	38918		2778				
2020-07-16	Canada	Ontario	39043		2784				
2020-07-17	Canada	Ontario	39164		2790				
2020-07-18	Canada	Ontario	39316		2791				
2020-07-19	Canada	Ontario	39434		2794				
2020-07-20	Canada	Ontario	39553		2795				
2020-07-21	Canada	Ontario	39718		2798				
2020-07-22	Canada	Ontario	39824		2799				
2020-07-23	Canada	Ontario	39936		2799				
2020-07-24	Canada	Ontario	40341		2800				
2020-07-25	Canada	Ontario	40457		2802				
2020-07-26	Canada	Ontario	40558		2806				
2020-07-27	Canada	Ontario	40673		2807				
2020-07-28	Canada	Ontario	40787		2812				
2020-07-29	Canada	Ontario	40873		2813				
2020-07-30	Canada	Ontario	40953		2816				
2020-07-31	Canada	Ontario	41178		2819				
2020-08-01	Canada	Ontario	41257		2821				
2020-08-02	Canada	Ontario	41333		2822				
2020-08-03	Canada	Ontario	41391		2825				
2020-08-04	Canada	Ontario	41495		2828				
2020-08-05	Canada	Ontario	41560		2829				
2020-08-06	Canada	Ontario	41635		2829				
2020-08-07	Canada	Ontario	41815		2829				
2020-08-08	Canada	Ontario	41894		2831				
2020-08-09	Canada	Ontario	41962		2832				
2020-08-10	Canada	Ontario	42082		2832				
2020-08-11	Canada	Ontario	42162		2832				
2020-08-12	Canada	Ontario	42233		2833				
2020-08-13	Canada	Ontario	42313		2834				
2020-08-14	Canada	Ontario	42412		2835				
2020-08-15	Canada	Ontario	42501		2836				
2020-08-16	Canada	Ontario	42563		2836				
2020-08-17	Canada	Ontario	42686		2836				
2020-08-18	Canada	Ontario	42800		2837				
2020-08-19	Canada	Ontario	42890		2837				
2020-08-20	Canada	Ontario	42983		2838				
2020-08-21	Canada	Ontario	43126		2841				
2020-08-22	Canada	Ontario	43218		2842				
2020-08-23	Canada	Ontario	43323		2842				
2020-08-24	Canada	Ontario	43454		2843				
2020-08-25	Canada	Ontario	43541		2845				
2020-08-26	Canada	Ontario	43658		2848				
2020-08-27	Canada	Ontario	43801		2848				
2020-08-28	Canada	Ontario	43919		2855				
2020-08-29	Canada	Ontario	44045		2856				
2020-08-30	Canada	Ontario	44143		2856				
2020-08-31	Canada	Ontario	44279		2857				
2020-09-01	Canada	Ontario	44418		2858				
2020-09-02	Canada	Ontario	44572		2858				
2020-09-03	Canada	Ontario	44720		2859				
2020-09-04	Canada	Ontario	44852		2859				
2020-09-05	Canada	Ontario	45019		2859				
2020-09-06	Canada	Ontario	45156		2861				
2020-09-07	Canada	Ontario	45314		2862				
2020-09-08	Canada	Ontario	45545		2862				
2020-09-09	Canada	Ontario	45724		2862				
2020-09-10	Canada	Ontario	45887		2863				
2020-09-11	Canada	Ontario	46118		2863				
2020-09-12	Canada	Ontario	46323		2863				
2020-09-13	Canada	Ontario	46485		2863				
2020-09-14	Canada	Ontario	46905		2865				
2020-09-15	Canada	Ontario	47165		2870				
2020-09-16	Canada	Ontario	47488		2872				
2020-09-17	Canada	Ontario	47688		2873				
2020-09-18	Canada	Ontario	48219		2875				
2020-09-19	Canada	Ontario	48317		2876				
2020-09-20	Canada	Ontario	48950		2876				
2020-09-21	Canada	Ontario	49442		2879				
2020-09-22	Canada	Ontario	49944		2883				
2020-09-23	Canada	Ontario	50273		2885				
2020-09-24	Canada	Ontario	50637		2885				
2020-09-25	Canada	Ontario	51166		2886				
2020-09-26	Canada	Ontario	51439		2887				
2020-09-27	Canada	Ontario	52134		2888				
2020-09-28	Canada	Ontario	52449		2889				
2020-09-29	Canada	Ontario	53115		2892				
2020-09-30	Canada	Ontario	54059		2896				
2020-10-01	Canada	Ontario	54643		2899				
2020-10-02	Canada	Ontario	55375		2983				
2020-10-03	Canada	Ontario	55522		2993				
2020-10-04	Canada	Ontario	56544		3026				
2020-10-05	Canada	Ontario	57238		3035				
2020-10-06	Canada	Ontario	57795		3038				
2020-10-07	Canada	Ontario	58202		3039				
2020-10-08	Canada	Ontario	58913		3043				
2020-10-09	Canada	Ontario	60189		3048				
2020-10-10	Canada	Ontario	61078		3055				
2020-10-11	Canada	Ontario	61678		3056				
2020-10-12	Canada	Ontario	61678		3056				
2020-10-13	Canada	Ontario	63300		3069				
2020-10-14	Canada	Ontario	64092		3071				
2020-10-15	Canada	Ontario	64826		3078				
2020-10-16	Canada	Ontario	65730		3089				
2020-10-17	Canada	Ontario	65869		3090				
2020-10-18	Canada	Ontario	67027		3101				
2020-10-19	Canada	Ontario	67749		3103				
2020-10-20	Canada	Ontario	68556		3107				
2020-10-21	Canada	Ontario	69362		3115				
2020-10-22	Canada	Ontario	70270		3124				
2020-10-23	Canada	Ontario	71140		3131				
2020-10-24	Canada	Ontario	71423		3132				
2020-10-25	Canada	Ontario	73143		3141				
2020-10-26	Canada	Ontario	73984		3151				
2020-10-27	Canada	Ontario	74867		3153				
2020-10-28	Canada	Ontario	75665		3159				
2020-10-29	Canada	Ontario	76660		3170				
2020-10-30	Canada	Ontario	77655		3179				
2020-10-31	Canada	Ontario	78532		3186				
2020-11-01	Canada	Ontario	79515		3195				
2020-11-02	Canada	Ontario	80570		3205				
2020-11-03	Canada	Ontario	81686		3220				
2020-11-04	Canada	Ontario	82687		3235				
2020-11-05	Canada	Ontario	82834		3245				
2020-11-06	Canada	Ontario	84759		3265				
2020-11-07	Canada	Ontario	85991		3276				
2020-11-08	Canada	Ontario	87205		3285				
2020-11-09	Canada	Ontario	88696		3300				
2020-11-10	Canada	Ontario	90227		3320				
2020-11-11	Canada	Ontario	91613		3337				
2020-11-12	Canada	Ontario	93145		3352				
2020-11-13	Canada	Ontario	94570		3368				
2020-11-14	Canada	Ontario	95964		3387				
2020-11-15	Canada	Ontario	97371		3408				
2020-11-16	Canada	Ontario	98778		3418				
2020-11-17	Canada	Ontario	100214		3432				
2020-11-18	Canada	Ontario	101508		3466				
2020-11-19	Canada	Ontario	102867		3491				
2020-11-20	Canada	Ontario	104307		3501				
2020-11-21	Canada	Ontario	105860		3520				
2020-11-22	Canada	Ontario	107347		3532				
2020-11-23	Canada	Ontario	108677		3553				
2020-11-24	Canada	Ontario	110066		3576				
2020-11-25	Canada	Ontario	111376		3576				
2020-11-26	Canada	Ontario	112898		3593				
2020-11-27	Canada	Ontario	114749		3616				
2020-11-28	Canada	Ontario	116517		3640				
2020-11-29	Canada	Ontario	118150		3661				
2020-11-30	Canada	Ontario	119897		3672				
2020-12-01	Canada	Ontario	121770		3680				
2020-12-02	Canada	Ontario	123639		3714				
2020-12-03	Canada	Ontario	125233		3727				
2020-12-04	Canada	Ontario	127130		3759				
2020-12-05	Canada	Ontario	128997		3774				
2020-12-06	Canada	Ontario	130962		3794				
2020-12-07	Canada	Ontario	132736		3816				
2020-12-08	Canada	Ontario	134605		3827				
2020-12-09	Canada	Ontario	136599		3861				
2020-12-10	Canada	Ontario	138529		3891				
2020-12-11	Canada	Ontario	140320		3931				
2020-12-12	Canada	Ontario	142171		3949				
2020-12-13	Canada	Ontario	143873		3968				
2020-12-14	Canada	Ontario	146067		3988				
2020-12-15	Canada	Ontario	148233		4017				
2020-12-16	Canada	Ontario	150468		4050				
2020-12-17	Canada	Ontario	152898		4081				
2020-12-18	Canada	Ontario	155180		4112				
2020-12-19	Canada	Ontario	157749		4141				
2020-12-20	Canada	Ontario	159871		4167				
2020-12-21	Canada	Ontario	162052		4181				
2020-12-22	Canada	Ontario	164318		4207				
2020-12-23	Canada	Ontario	166802		4248				
2020-12-24	Canada	Ontario	169137		4303				
2020-12-25	Canada	Ontario	169694		4304				
2020-12-26	Canada	Ontario	171892		4327				
2020-12-27	Canada	Ontario	173655		4342				
2020-01-22	Canada	Prince	Edward	Island	0		0		
2020-01-23	Canada	Prince	Edward	Island	0		0		
2020-01-24	Canada	Prince	Edward	Island	0		0		
2020-01-25	Canada	Prince	Edward	Island	0		0		
2020-01-26	Canada	Prince	Edward	Island	0		0		
2020-01-27	Canada	Prince	Edward	Island	0		0		
2020-01-28	Canada	Prince	Edward	Island	0		0		
2020-01-29	Canada	Prince	Edward	Island	0		0		
2020-01-30	Canada	Prince	Edward	Island	0		0		
2020-01-31	Canada	Prince	Edward	Island	0		0		
2020-02-01	Canada	Prince	Edward	Island	0		0		
2020-02-02	Canada	Prince	Edward	Island	0		0		
2020-02-03	Canada	Prince	Edward	Island	0		0		
2020-02-04	Canada	Prince	Edward	Island	0		0		
2020-02-05	Canada	Prince	Edward	Island	0		0		
2020-02-06	Canada	Prince	Edward	Island	0		0		
2020-02-07	Canada	Prince	Edward	Island	0		0		
2020-02-08	Canada	Prince	Edward	Island	0		0		
2020-02-09	Canada	Prince	Edward	Island	0		0		
2020-02-10	Canada	Prince	Edward	Island	0		0		
2020-02-11	Canada	Prince	Edward	Island	0		0		
2020-02-12	Canada	Prince	Edward	Island	0		0		
2020-02-13	Canada	Prince	Edward	Island	0		0		
2020-02-14	Canada	Prince	Edward	Island	0		0		
2020-02-15	Canada	Prince	Edward	Island	0		0		
2020-02-16	Canada	Prince	Edward	Island	0		0		
2020-02-17	Canada	Prince	Edward	Island	0		0		
2020-02-18	Canada	Prince	Edward	Island	0		0		
2020-02-19	Canada	Prince	Edward	Island	0		0		
2020-02-20	Canada	Prince	Edward	Island	0		0		
2020-02-21	Canada	Prince	Edward	Island	0		0		
2020-02-22	Canada	Prince	Edward	Island	0		0		
2020-02-23	Canada	Prince	Edward	Island	0		0		
2020-02-24	Canada	Prince	Edward	Island	0		0		
2020-02-25	Canada	Prince	Edward	Island	0		0		
2020-02-26	Canada	Prince	Edward	Island	0		0		
2020-02-27	Canada	Prince	Edward	Island	0		0		
2020-02-28	Canada	Prince	Edward	Island	0		0		
2020-02-29	Canada	Prince	Edward	Island	0		0		
2020-03-01	Canada	Prince	Edward	Island	0		0		
2020-03-02	Canada	Prince	Edward	Island	0		0		
2020-03-03	Canada	Prince	Edward	Island	0		0		
2020-03-04	Canada	Prince	Edward	Island	0		0		
2020-03-05	Canada	Prince	Edward	Island	0		0		
2020-03-06	Canada	Prince	Edward	Island	0		0		
2020-03-07	Canada	Prince	Edward	Island	0		0		
2020-03-08	Canada	Prince	Edward	Island	0		0		
2020-03-09	Canada	Prince	Edward	Island	0		0		
2020-03-10	Canada	Prince	Edward	Island	0		0		
2020-03-11	Canada	Prince	Edward	Island	0		0		
2020-03-12	Canada	Prince	Edward	Island	0		0		
2020-03-13	Canada	Prince	Edward	Island	0		0		
2020-03-14	Canada	Prince	Edward	Island	0		0		
2020-03-15	Canada	Prince	Edward	Island	1		0		
2020-03-16	Canada	Prince	Edward	Island	1		0		
2020-03-17	Canada	Prince	Edward	Island	1		0		
2020-03-18	Canada	Prince	Edward	Island	1		0		
2020-03-19	Canada	Prince	Edward	Island	2		0		
2020-03-20	Canada	Prince	Edward	Island	2		0		
2020-03-21	Canada	Prince	Edward	Island	2		0		
2020-03-22	Canada	Prince	Edward	Island	3		0		
2020-03-23	Canada	Prince	Edward	Island	3		0		
2020-03-24	Canada	Prince	Edward	Island	3		0		
2020-03-25	Canada	Prince	Edward	Island	5		0		
2020-03-26	Canada	Prince	Edward	Island	5		0		
2020-03-27	Canada	Prince	Edward	Island	9		0		
2020-03-28	Canada	Prince	Edward	Island	11		0		
2020-03-29	Canada	Prince	Edward	Island	11		0		
2020-03-30	Canada	Prince	Edward	Island	18		0		
2020-03-31	Canada	Prince	Edward	Island	21		0		
2020-04-01	Canada	Prince	Edward	Island	21		0		
2020-04-02	Canada	Prince	Edward	Island	22		0		
2020-04-03	Canada	Prince	Edward	Island	22		0		
2020-04-04	Canada	Prince	Edward	Island	22		0		
2020-04-05	Canada	Prince	Edward	Island	22		0		
2020-04-06	Canada	Prince	Edward	Island	22		0		
2020-04-07	Canada	Prince	Edward	Island	22		0		
2020-04-08	Canada	Prince	Edward	Island	25		1		
2020-04-09	Canada	Prince	Edward	Island	25		0		
2020-04-10	Canada	Prince	Edward	Island	25		0		
2020-04-11	Canada	Prince	Edward	Island	25		0		
2020-04-12	Canada	Prince	Edward	Island	25		0		
2020-04-13	Canada	Prince	Edward	Island	25		0		
2020-04-14	Canada	Prince	Edward	Island	25		0		
2020-04-15	Canada	Prince	Edward	Island	26		0		
2020-04-16	Canada	Prince	Edward	Island	26		0		
2020-04-17	Canada	Prince	Edward	Island	26		0		
2020-04-18	Canada	Prince	Edward	Island	26		0		
2020-04-19	Canada	Prince	Edward	Island	26		0		
2020-04-20	Canada	Prince	Edward	Island	26		0		
2020-04-21	Canada	Prince	Edward	Island	26		0		
2020-04-22	Canada	Prince	Edward	Island	26		0		
2020-04-23	Canada	Prince	Edward	Island	26		0		
2020-04-24	Canada	Prince	Edward	Island	26		0		
2020-04-25	Canada	Prince	Edward	Island	26		0		
2020-04-26	Canada	Prince	Edward	Island	26		0		
2020-04-27	Canada	Prince	Edward	Island	26		0		
2020-04-28	Canada	Prince	Edward	Island	27		0		
2020-04-29	Canada	Prince	Edward	Island	27		0		
2020-04-30	Canada	Prince	Edward	Island	27		0		
2020-05-01	Canada	Prince	Edward	Island	27		0		
2020-05-02	Canada	Prince	Edward	Island	27		0		
2020-05-03	Canada	Prince	Edward	Island	27		0		
2020-05-04	Canada	Prince	Edward	Island	27		0		
2020-05-05	Canada	Prince	Edward	Island	27		0		
2020-05-06	Canada	Prince	Edward	Island	27		0		
2020-05-07	Canada	Prince	Edward	Island	27		0		
2020-05-08	Canada	Prince	Edward	Island	27		0		
2020-05-09	Canada	Prince	Edward	Island	27		0		
2020-05-10	Canada	Prince	Edward	Island	27		0		
2020-05-11	Canada	Prince	Edward	Island	27		0		
2020-05-12	Canada	Prince	Edward	Island	27		0		
2020-05-13	Canada	Prince	Edward	Island	27		0		
2020-05-14	Canada	Prince	Edward	Island	27		0		
2020-05-15	Canada	Prince	Edward	Island	27		0		
2020-05-16	Canada	Prince	Edward	Island	27		0		
2020-05-17	Canada	Prince	Edward	Island	27		0		
2020-05-18	Canada	Prince	Edward	Island	27		0		
2020-05-19	Canada	Prince	Edward	Island	27		0		
2020-05-20	Canada	Prince	Edward	Island	27		0		
2020-05-21	Canada	Prince	Edward	Island	27		0		
2020-05-22	Canada	Prince	Edward	Island	27		0		
2020-05-23	Canada	Prince	Edward	Island	27		0		
2020-05-24	Canada	Prince	Edward	Island	27		0		
2020-05-25	Canada	Prince	Edward	Island	27		0		
2020-05-26	Canada	Prince	Edward	Island	27		0		
2020-05-27	Canada	Prince	Edward	Island	27		0		
2020-05-28	Canada	Prince	Edward	Island	27		0		
2020-05-29	Canada	Prince	Edward	Island	27		0		
2020-05-30	Canada	Prince	Edward	Island	27		0		
2020-05-31	Canada	Prince	Edward	Island	27		0		
2020-06-01	Canada	Prince	Edward	Island	27		0		
2020-06-02	Canada	Prince	Edward	Island	27		0		
2020-06-03	Canada	Prince	Edward	Island	27		0		
2020-06-04	Canada	Prince	Edward	Island	27		0		
2020-06-05	Canada	Prince	Edward	Island	27		0		
2020-06-06	Canada	Prince	Edward	Island	27		0		
2020-06-07	Canada	Prince	Edward	Island	27		0		
2020-06-08	Canada	Prince	Edward	Island	27		0		
2020-06-09	Canada	Prince	Edward	Island	27		0		
2020-06-10	Canada	Prince	Edward	Island	27		0		
2020-06-11	Canada	Prince	Edward	Island	27		0		
2020-06-12	Canada	Prince	Edward	Island	27		0		
2020-06-13	Canada	Prince	Edward	Island	27		0		
2020-06-14	Canada	Prince	Edward	Island	27		0		
2020-06-15	Canada	Prince	Edward	Island	27		0		
2020-06-16	Canada	Prince	Edward	Island	27		0		
2020-06-17	Canada	Prince	Edward	Island	27		0		
2020-06-18	Canada	Prince	Edward	Island	27		0		
2020-06-19	Canada	Prince	Edward	Island	27		0		
2020-06-20	Canada	Prince	Edward	Island	27		0		
2020-06-21	Canada	Prince	Edward	Island	27		0		
2020-06-22	Canada	Prince	Edward	Island	27		0		
2020-06-23	Canada	Prince	Edward	Island	27		0		
2020-06-24	Canada	Prince	Edward	Island	27		0		
2020-06-25	Canada	Prince	Edward	Island	27		0		
2020-06-26	Canada	Prince	Edward	Island	27		0		
2020-06-27	Canada	Prince	Edward	Island	27		0		
2020-06-28	Canada	Prince	Edward	Island	27		0		
2020-06-29	Canada	Prince	Edward	Island	27		0		
2020-06-30	Canada	Prince	Edward	Island	27		0		
2020-07-01	Canada	Prince	Edward	Island	27		0		
2020-07-02	Canada	Prince	Edward	Island	27		0		
2020-07-03	Canada	Prince	Edward	Island	27		0		
2020-07-04	Canada	Prince	Edward	Island	30		0		
2020-07-05	Canada	Prince	Edward	Island	32		0		
2020-07-06	Canada	Prince	Edward	Island	32		0		
2020-07-07	Canada	Prince	Edward	Island	32		0		
2020-07-08	Canada	Prince	Edward	Island	32		0		
2020-07-09	Canada	Prince	Edward	Island	33		0		
2020-07-10	Canada	Prince	Edward	Island	33		0		
2020-07-11	Canada	Prince	Edward	Island	33		0		
2020-07-12	Canada	Prince	Edward	Island	34		0		
2020-07-13	Canada	Prince	Edward	Island	35		0		
2020-07-14	Canada	Prince	Edward	Island	36		0		
2020-07-15	Canada	Prince	Edward	Island	36		0		
2020-07-16	Canada	Prince	Edward	Island	36		0		
2020-07-17	Canada	Prince	Edward	Island	36		0		
2020-07-18	Canada	Prince	Edward	Island	36		0		
2020-07-19	Canada	Prince	Edward	Island	36		0		
2020-07-20	Canada	Prince	Edward	Island	36		0		
2020-07-21	Canada	Prince	Edward	Island	36		0		
2020-07-22	Canada	Prince	Edward	Island	36		0		
2020-07-23	Canada	Prince	Edward	Island	36		0		
2020-07-24	Canada	Prince	Edward	Island	36		0		
2020-07-25	Canada	Prince	Edward	Island	36		0		
2020-07-26	Canada	Prince	Edward	Island	36		0		
2020-07-27	Canada	Prince	Edward	Island	36		0		
2020-07-28	Canada	Prince	Edward	Island	36		0		
2020-07-29	Canada	Prince	Edward	Island	36		0		
2020-07-30	Canada	Prince	Edward	Island	36		0		
2020-07-31	Canada	Prince	Edward	Island	36		0		
2020-08-01	Canada	Prince	Edward	Island	36		0		
2020-08-02	Canada	Prince	Edward	Island	36		0		
2020-08-03	Canada	Prince	Edward	Island	36		0		
2020-08-04	Canada	Prince	Edward	Island	36		0		
2020-08-05	Canada	Prince	Edward	Island	36		0		
2020-08-06	Canada	Prince	Edward	Island	36		0		
2020-08-07	Canada	Prince	Edward	Island	36		0		
2020-08-08	Canada	Prince	Edward	Island	36		0		
2020-08-09	Canada	Prince	Edward	Island	36		0		
2020-08-10	Canada	Prince	Edward	Island	36		0		
2020-08-11	Canada	Prince	Edward	Island	36		0		
2020-08-12	Canada	Prince	Edward	Island	41		0		
2020-08-13	Canada	Prince	Edward	Island	41		0		
2020-08-14	Canada	Prince	Edward	Island	41		0		
